"Comisión de Investigación, Procesamiento y Apelación (CIPA)","Ley Núm. 32 de 22 de mayo de 1972, según enmendada, Ley Orgánica de la Comisión de Investigación, Procesamiento y Apelación. Ley Núm. 238 de 30 de agosto de 2000, amplía la jurisdicción de la CIPA a los Policías Municipales. Proteger los derechos de los ciudadanos que son afectados por acciones excedidas de funcionarios con facultad para efectuar arrestos, así como los derechos de estos funcionarios cuando la autoridad nominadora le impone sanciones disciplinarias para hacer justicia social a dichos grupos.",1307 Ave. Fernández Juncos,Santurce,,723-0961 / 723-268,(787) 723-2685,http://www.cipa.pr.gov
Comisión de Servicio Público (CSP),"Participar en forma activa y sustancial en el desarrollo económico y social de Puerto Rico. Comprometidos a convertir esta última en una Agencia Pública que se distinga por la prestación de unos servicios con eficiencia e integridad, de manera de lograr nuestros objetivos. No obstante, para lograr los objetivos necesitamos contar con la mejor tecnología y con el recurso humano capacitado que la compone.","Calle Bori 1608, Carretera # 1, Edificio La Electrónica, 1er Piso",Río Piedras,,"756-1401, 1402 y 1403",(787) 756-8086,http://www.csp.gobierno.pr
Comisión Estatal de Elecciones (CEE),"Ley Núm. 4 del 20 de diciembre de 1977 , según enmendada, conocida como ""Ley Electoral de Puerto Rico"", dispone la creación de la Comisión Estatal de Elecciones. Garantizar a todos los electores su derecho a ejercer el voto en todos los procesos eleccionarios, en forma igual, secreta, directa, libre y democrática, según se consagra en la Constitución de Puerto Rico, mediante un proceso transparente y eficiente que reafirme la credibilidad de nuestro pueblo.","550 Ave. Arterial B, Edif. Administrativo",Hato Rey,,787-777-8675 / 787-296-0173,(787) 296-0173,http://www.ceepur.org/
Comisión Industrial de Puerto Rico (CIPR),"La Comisión Industrial es un organismo con funciones cuasi-judiciales creado por la Ley Núm. 45 del 18 de abril de 1935, según enmendada y conocida como Ley del Sistema de Compensaciones por Accidentes del Trabajo. Garantizar que el lesionado reciba el tratamiento médico adecuado y la compensación justa y razonable de parte de la Corporación del Fondo del Seguro del Estado, de acuerdo con la Ley de Compensación por Accidentes del Trabajo y por la jurisprudencia normativa emitida por el Tribunal Supremo de Puerto Rico. Además, revisar que se cumpla con todos los aspectos de la Ley Núm. 45 del 18 de abril de 1935.","Urb. La Riviera Calle 3 SE, 311 Bo.Monacillos Río Piedras, PR 00936-4466",,,(787) 781-0615 / 783-3808 / 783-5610,(787) 782-5208,http://www.cipr.pr.gov
Comisión para la Seguridad en el Tránsito (CST),"Ley Núm. 33 de 25 de mayo de 1972, según enmendada, crea la Comisión para la Seguridad en el Tránsito. La Ley Núm. 44 del 25 de agosto de 1990 establece que la Administración de Compensaciones por Accidentes de Automóviles (ACAA) asignará los recursos estatales para el funcionamiento del programa. Prevenir y reducir muertes, heridos y daños a la propiedad, causados por choques de tránsito, estableciendo campañas y programas educativos efectivos que orienten sobre la importancia de cumplir con las leyes y reglamentos de seguridad en el tránsito para beneficio de la ciudadanía puertorriqueña.","Centro Gubernamental Minillas, Edif. Sur, Piso 5","San Juan, Puerto Rico",924,(787) 722-2929,(787) 727-0486,http://www.comisionparalaseguridadeneltransito.com/
Comision Permanentes sobre los Sistemas de Retiro,,"Plaza AEELA, 3er piso #463 Avenida Ponce de León","Hato Rey, Puerto Rico",,"(787) 641-2021 ext. 6910, 6911",787-200-7068,http://www.cepsr.pr.gov/
Compañia de Comercio y Exportación de Puerto Rico (Dpto. Desarrollo Económico),"La Ley 323 de 28 de diciembre de 2003, según enmendada, crea la Compañía de Comercio y Exportación de Puerto Rico (CCE), una corporación pública adscrita al Departamento de Desarrollo Económico y Comercio de Puerto Rico, (conocida en inglés como Puerto Rico Trade and Export Company).&nbsp; La Ley 323, supra, dispuso los poderes y deberes de la CCE, transfirió las operaciones y activos de la Administración de Fomento Comercial y de la Corporación para el Desarrollo de las Exportaciones de Puerto Rico a esta nueva Corporación.&nbsp;&nbsp;  La Compañía de Comercio y Exportación es la entidad gubernamental que establece la política pública respecto al desarrollo del comercio, con énfasis en las pequeñas y medianas empresas, donde intervienen todos los sectores productivos de la Isla, incluyendo el de las organizaciones sin fines de lucro, para que sean competitivas tanto a nivel local como internacional, con el propósito de fortalecer la economía de Puerto Rico y propiciar la creación y retención de empleos.","Edif. New San Juan 159, Ave. Chardón, Hato Rey",Hato Rey,918,282-7753,(787) 294-0718,http://www.comercioyexportacion.com
Compañía de Fomento Industrial (Dpto. Desarrollo Económico),"Ley Núm. 203 de 29 de diciembre de 1997, según enmendada, derogó la Ley Núm. 423 de 14 de mayo de 1950, según enmendada y transfirió todos los poderes, facultades, y funciones de la Administración de Fomento Económico a la Compañía de Fomento Industrial. Plan de Reorganización Núm. 4 de 22 de junio de 1994, crea el Departamento de Desarrollo Económico y Comercio y se adscribe la Compañía de Fomento Industrial. Ley Núm. 188 de 11 de mayo de 1942, según enmendada. Crear y retener empleos para mejorar nuestra calidad de vida.","355 Ave. F.D. Roosevelt, Edif. Formento Industrial, Suite 404",Hato Rey,,764-1175 / 753-6874,(787) 764-1415,http://www.pridco.pr.gov
Compañía de Parques Nacionales de Puerto Rico (CPNPR),"La Ley Núm. 10 de 8 de abril de 2001, enmendó la Ley Núm. 114 de 23 de junio de 1961, según enmendada. Dicha Ley integró el Fideicomiso para el Desarrollo, Operación y Conservación de los Parques Nacionales de Puerto Rico y la Compañía de Fomento de Recreativo y se creó la Compañía de Parques Nacionales de Puerto Rico. La Ley Núm. 9 de 8 de abril de 2001, establece la ""Ley del Sistema de Parques Nacionales de Puerto Rico"", la cual es operada por la Compañía. Desarrollar, operar y preservar un sistema de Parques Nacionales y otras áreas de valor ecológico, recreativo e histórico para el disfrute y una mejor calidad de vida para las presentes y futuras generaciones. A su vez, planificar, diseñar y construir instalaciones recreativas y deportivas para la comunidad puertorriqueña.",Ave. Fernández Juncos Esquina Calle Bolívar Num. 1611 Antiguo Edificio del Fondo del Seguro de Estado,San Juan,909,"622-5225, 26, 27",(787) 982-2173,http://www.parquesnacionalespr.com/
Compañía de Turismo de Puerto Rico (Dpto. Desarrollo Económico),La Ley de Desarrollo Turístico de Puerto Rico del 1993 fue establecida para proveer al Gobierno de Puerto Rico las herramientas necesarias para desarrollar una infraestructura de clase mundial en respuesta a la creciente demanda de más facilidades para acomodar una nueva generación de negocios y visitantes turísticos.,"Edif. La Princesa #2, Paseo La Princesa",Viejo San Juan,,721-2898 / 721-1629,(787) 722-6238,http://www.seepuertorico.com
Compañía para el Desarrollo Integral de la Península de Cantera,"Ley Núm. 20 de 10 de julio de 1992, Ley Orgánica de la Compañía para el Desarrollo Integral de la Península de Cantera. Asegurar el desarrollo social, económico y cultural de la comunidad de la Península de Cantera en esfuerzo conjunto con dicha comunidad, el Estado Libre Asociado, el Municipio de San Juan y el sector privado.","Calle Constitución, Final Sector Bravos de Boston, Cantera",Santurce,,268-3138 / 727-0278,787-727-0278,
Consejo de Educación de Puerto Rico (CEPR),"Consejo de Educación de Puerto Rico tiene como propósito esencial fomentar y promover las condiciones que permitan asegurar el acceso de todos los ciudadanos a una educación de calidad, en el nivel y modalidad que la requieran y en el lugar donde la demanden.&nbsp; Al mismo tiempo fomentar los valores que aseguren una convivencia solidaria y comprometida, y que se procure el desarrollo de las competencias necesarias para que la actividad económica de Puerto Rico genere una alta calidad de vida.","Ave. Ponce de León 268, Edificio Hato Rey Center, Suite 1500",Hato Rey,,787-641-7100,(787) 641-2573,http://www.ce.pr.gov
Corporación de Empresas de Adiestramiento y Trabajo (Dpto. Corrección),"La Ley Núm. 47 de agosto de 1991 , según enmendada, creó la Corporación de Empresas de Adiestramiento y Trabajo (C.E.A.T.). El Plan de Reorganización Núm. 3 del 9 de diciembre de 1993, creó el Departamento de Corrección y Rehabilitación y adscribe la Corporación como un componente operacional. Ampliar las oportunidades de empleo y reeducación de la clientela correccional y de justicia juvenil, para que cada confinado o menor transgresor sea adiestrado para lograr su rehabilitación y facilitar su ingreso a la libre comunidad. La Ley Núm. 47 de agosto de 1991 , según enmendada, creó la Corporación de Empresas de Adiestramiento y Trabajo (C.E.A.T.). El Plan de Reorganización Núm. 3 del 9 de diciembre de 1993, creó el Departamento de Corrección y Rehabilitación y adscribe la Corporación como un componente operacional. Ampliar las oportunidades de empleo y reeducación de la clientela correccional y de justicia juvenil, para que cada confinado o menor transgresor sea adiestrado para lograr su rehabilitación y facilitar su ingreso a la libre comunidad.",Urb. Tres Monjitas Ave. Tnte. Cesar González Esq. Calaf Piso PH (Antiguo Edificio de Educación),"San Juan, PR",919,787-273-6464,787-759-9602,
"Corporación de Industrias de Ciegos, Personas Mentalmente Retardadas y Otras Personas Incapacitadas (Dpto. Familia)","Ley Núm. 207 del 14 de mayo de 1948, según enmendada, crea la Corporación de Industrias de Ciegos de Puerto Rico, enmendada por la Ley Núm. 127 de 24 de junio de 1968, para cambiar su nombre a Corporación Industrias de Ciegos, Personas Mentalmente Retardadas y otras Personas Incapacitadas de Puerto Rico. El Plan de Reorganización Número 1, aprobado el 28 de julio de 1995, por la Asamblea Legislativa, adscribe la Corporación al Departamento de la Familia e instruye a efectuar un análisis de la corporación pública y a determinar su status dentro de la nueva estructura organizacional del Departamento. Proveer medios para la rehabilitación social y económica de personas ciegas, personas mentalmente retardadas y otras personas con impedimentos en Puerto Rico, mediante oportunidades de trabajo remunerado en talleres sin fines de lucro destinados a la producción de artículos para la venta al público.","Calle San Rafael Final, Parada 20",San Juan,,721-3266,(787) 724-4733,http://www.cirio.gobierno.pr
Corporación de la Orquesta Sinfónica de PR (COSPR),"Puerto Rico cuenta con la orquesta sinfónica más importante y de mayor trascendencia de todo el Caribe. La historia de nuestra orquesta se remonta al año 1956, cuando el Maestro Pablo Casals vino por primera vez a Puerto Rico, lugar donde nació su madre, doña Pilar Defilló. El Maestro rápidamente se enamoró de nuestro terruño y albergó el sueño de crear una orquesta sinfónica.","Ave. José De Diego, Pda 22,Centro Gubernamental Minillas, Torre Norte, Piso 11",Santurce,,727-8060,(787) 726-4009,http://www.sinfonicapr.gobierno.pr
Corporación de PR para la Difusión Pública (WIPR),"Ley Núm. 216 de 12 de septiembre de 1996 <br>Operar los medios de comunicación pertenecientes al pueblo de Puerto Rico para contribuir al desarrollo social, educativo y cultural, así como al entretenimiento de la ciudadanía. ","570 Ave. Hostos, Urb. Baldrich",Hato Rey,,763-1063,(787) 753-9846,http://www.prnet.pr/
Corporación de Seguros Agrícolas (Dpto. Agricultura),"Ley Núm. 166 de 11 de agosto de 1988 , crea la Corporación de Seguros Agrícolas. Ley Núm. 99 de 2 de julio de 2002 , establece el seguro obligatorio para agricultores que reciben subsidios estatales. Proveer seguros agrícolas para proteger la inversión de los agricultores, las instituciones crediticias que financieras las distintas empresas agrícolas y las cuantiosas inversiones que hace el Gobierno a través de los programas de incentivos.","Edif. Plaza 20, Ave Hipódromo 603",Santurce,,,(787) 725-4710,http://www.csa.gobierno.pr
Corporación del Centro Bellas Artes (CBA),"La Ley Núm. 43 de 12 de mayo de 1980, según enmendada, crea la Corporación del Centro de Bellas Artes de Puerto Rico. Ofrecer al pueblo de Puerto Rico y a los visitantes de otros países la oportunidad de conocer mejor las bellas artes en el ámbito nacional e internacional, a través de actividades realizadas en las mejores instalaciones de presentación en el país para enriquecer nuestra vida cultural y facilitar los mejores escenarios, servicios y oportunidades de trabajo a la clase artística.",Ave. Ponce de León Parada 22 1/2,Santurce,,(787) 724-6960 / (787) 723-6977,(787) 721-2223,http://www.cba.gobierno.pr
Corporación del Centro Cardiovascular de Puerto Rico y el Caribe (CCCPRC),"La Ley Núm. 51 del 30 de junio de 1986 según enmendada por la Ley Núm. 2 del 21 de agosto de 1990, crea la Corporación del Centro Cardiovascular de Puerto Rico y del Caribe como una corporación que funcionará como una entidad independiente y separada de cualquier otra instrumentalidad gubernamental. Proveer servicios de la más alta calidad para el cuidado de la salud mediante la prevención, diagnóstico, tratamiento y rehabilitación de condiciones cardiovasculares en la forma más costo efectiva y segura, generando beneficios medibles para nuestra comunidad. Propiciar el ambiente para la educación y adiestramiento de los profesionales de la salud y fomentar la investigación y el desarrollo de una manera consistente al mejoramiento continuo de la calidad.","Ave. Américo Miranda, Esq. Centro Médico",Río Piedras,,(787) 274-0470,(787) 999-0860,http://www.cardiovascular.gobierno.pr/
Corporación del Conservatorio de Música (CCM),"La Ley Núm. 141 de 9 de agosto de 1995, otorga la autonomía operacional y fiscal a la Corporación del Conservatorio de Música de Puerto Rico, la cual se creó bajo la Ley Núm. 35 de 12 de junio de 1959 y se convirtió en una corporación pública bajo la Ley Núm. 77 del 30 de mayo de 1980. Proveer a la comunidad puertorriqueña, especialmente a la juventud, las facilidades necesarias para educar y perfeccionar sus destrezas musicales, incluyendo el ofrecimiento de programas de estudios de educación superior orientados hacia el desarrollo de las artes musicales. Preparar el elemento artístico necesario que en el futuro pueda integrar el núcleo alrededor del cual funcione y se nutra la Orquesta Sinfónica de Puerto Rico y otras organizaciones musicales del país. Ofrecer programas de naturaleza formativa dirigido a descubrir, educar y desarrollar el talento musical de niños, jóvenes no universitarios y la comunidad en general. Preservar, enriquecer y diseminar la herencia y tradiciones musicales del pueblo puertorriqueño, caribeño, así como de la civilización occidental.",951 Ave. Ponce de León,"San Juan, PR",00907-3373,(787) 763-7005,"(787) 766-1216, (787) 758-6141",http://www.cmpr.edu
Corporación del Fondo del Seguro del Estado (CFSE),"El Fondo del Seguro del Estado se crea mediante la Ley Núm. 45 de 18 de abril de 1935, según enmendada, conocida como Ley del Sistema de Compensaciones por Accidentes del Trabajo. El 29 de octubre de 1992, mediante la Ley Núm. 83, se creó la Corporación del Fondo del Seguro del Estado, la Oficina del Administrador, una Junta de Directores y un Consejo Médico Industrial. La Ley de Compensaciones por Accidentes del Trabajo es de naturaleza compulsoria y exclusiva, aplicable a todo patrono que emplee uno o más trabajadores en cualquier actividad económica, con la excepción del trabajo a domicilio y la labor casual no comprendida dentro del negocio, industria, ocupación o profesión del patrono. La ley coloca el seguro de compensación por accidentes del trabajo exclusivamente en manos del Estado. Promover el bienestar de la clase trabajadora de Puerto Rico a través de la justa prestación de servicios a los obreros afectados por accidentes o enfermedades ocupacionales y garantizar una compensación por muerte, accidente o enfermedad que cause incapacidad, derivadas de la ocupación a través del pago de primas a los trabajadores o sus beneficiarios. Además, proveer los métodos para hacer más efectivo este deber mediante la reglamentación y administración del seguro obrero patronal.","Esq. Ave. De Diego, Bo. Monacillos, Urb. La Riviera Carr. 21",Río Piedras,,793-7284,(787) 793-7735,http://www.cfse.pr.gov/
Corporación del Proyecto ENLACE del Caño Martín Peña,,"Centro Gubernamental Minillas, Torre Sur,Piso P",Santurce,,(787) 729-1594,,http://martinpena.org/
"Corporación para el Desarrollo de las Artes, Ciencias e Industria Cinematográfica (Dpto. Desarrollo Económico)","Ley Núm. 121 de 17 de agosto de 2001, crea la Corporación para el Desarrollo de las Artes, Ciencias e Industria Cinematográfica de Puerto Rico adscrita al Departamento de Desarrollo Económico y Comercio y deroga la Ley Núm. 27 de 22 de agosto de 1994, según enmendada, que creó la Corporación para el Desarrollo del Cine de Puerto Rico. El Plan de Reorganización Número 4 de 22 de junio de 1994, según enmendado, crea el Departamento de Desarrollo Económico y Comercio y adscribe a dicho Departamento a la Corporación para el Desarrollo del Cine en Puerto Rico. Fomentar el desarrollo económico de Puerto Rico, promoviendo una industria cinematográfica vigorosa. Promover y generar producciones fílmicas y crear más y mejores empleos en la clase artística y técnica de Puerto Rico.","355 Ave. F.D. Roosevelt, Edificio de Fomento",Hato Rey,918,754-7110,(787) 756-5706,http://www.puertoricofilm.com
Corporación para las Artes Musicales (CAM),"Ley Núm. 4 de 31 de julio de 1985 , según enmendada, crea la Corporación de las Artes Musicales. Ley Núm. 44 de 12 de mayo de 1980 , según enmendada, crea la Corporación de la Orquesta Sinfónica de Puerto Rico. Ley Núm. 42 de 12 de mayo de 1980 según enmendada, crea la Corporación de las Artes Escénico Musicales de Puerto Rico. Promover el máximo desarrollo y enriquecimiento de la expresión musical y las artes escénico musicales en y fuera de Puerto Rico, para crear mayor interés por nuestros valores culturales entre los ciudadanos, en especial la juventud puertorriqueña.","Ave. José De Diego Pda.22, Centro Gubernamental Minillas, Torre Norte, Piso 11",Santurce,,728-1165,(787) 723-7442,http://www.cam.pr.gov
Corporación Pública para la Supervisión y Seguros de Cooperativas de PR (COSSEC),"Ley Núm. 114 de 17 de agosto de 2001, según enmendada, conocida como ""Ley de la Corporación de Seguro de Acciones y Depósitos (COSSEC)"". Esta Ley deroga la Ley Núm. 5 de 15 enero de 1990, según enmendada, conocida como ""Ley de la Corporación de Seguro de Acciones y Depósitos"". Garantizar la solvencia, solidez y competitividad de las Cooperativas de Ahorro y Crédito y asegurar los depósitos y las acciones de los socios y depositantes, protegiendo el interés público.","Ave. Americo Miranda 400, Antiguo Edificio COSVI, Villa Nevarez, PR 00927",Hato Rey,,787-622-0957,(787) 622-0979,http://www.cossec.com
Cuerpo de Bomberos de Puerto Rico,"Ley Núm. 43 de 21 de junio de 1988 , según enmendada, crea el Cuerpo de Bomberos de Puerto Rico. Prevenir, combatir y determinar las causas de incendios para proteger vida y propiedades.","Casa Lee, Calle Loíza 2432 Esq. Calle Doncella",Punta Las Marías,,787-726-2377,(787) 726-2614,http://www.bomberos.pr.gov
Cuerpo de Emergencias Médicas (CEM),"Establecer medidas de coordinación a los fines de que la prestación de servicios del Cuerpo de Emergencias Médicas se beneficie de la estructura operacional de la Policía. Ofrecer cuidado médico pre-hospitalario y transporte de emergencia a una facilidad médica adecuada, de forma eficaz, rápida y segura a todo el que lo requiera, para preservar la salud.","Calle San Martín #90, Edificio Rodval, Sector Pueblo Viejo, Marginal Buchanan",San Juan,,(787) 754-2550/ (787) 775-0345,(787) 775-1202,http://www.cempr.pr.gov
Departamento de Agricultura (DA),"El Artículo IV, Sección 6 de la Constitución del Estado Libre Asociado. El Plan de Reorganización Número 1 de 4 de mayo de 1994, reorganiza al Departamento de Agricultura como un Departamento Sombrilla. Facilitar y para promover el desarrollo de las empresas agropecuarias, la pesca comercial y la acuicultura, para aumentar su capacidad competitiva y su contribución a la economía; sustituir importaciones con productos de alta calidad y generar empleos.","1309 Ave. Fernández Juncos, Pda. 19 1/2, Piso 2",Santurce,,,"(787) 723-8512 Oficina del Secretario , (787)722-2283 Oficina del Secretario",http://www.agricultura.pr.gov
Departamento de Asuntos del Consumidor (DACO),"El Departamento de Asuntos del Consumidor se creó mediante la Ley Núm. 5 de 23 de abril de 1973, según enmendada. Otras leyes relacionadas a la Agencia son la Ley Núm. 228 de 13 de mayo de 1942 y la Ley Núm. 120 de 17 de junio de 1993, según enmendadas. Proteger y defender a los consumidores y mantener un balance en el precio de los artículos y servicios de uso y consumo, conforme a la oferta y la demanda, las tendencias inflacionarias y mediante el establecimiento y fiscalización de un control de precios.","Ave. José De Diego, Pda. 22 Centro Gubernamental Minillas, Torre Norte, Piso 4",Santurce,,777-1500 ext. 1447,(787) 726-0077,http://www.daco.gobierno.pr
Departamento de Corrección y Rehabilitación (DCR),"Plan de Reorganización Número 3 de 9 de diciembre de 1993 , creó el Departamento de Corrección y Rehabilitación, a éste se le adscriben las siguientes agencias: Administración de Corrección, Administración de Instituciones Juveniles, Junta de Libertad Bajo Palabra, Oficina de Servicios con Antelación al Juicio y la Corporación de Empresas de Adiestramiento y Trabajo. Estructurar, desarrollar y coordinar la política pública del Estado Libre Asociado de Puerto Rico sobre el sistema correccional y la rehabilitación de la población correccional adulta y juvenil.","Edificio Metropolitan, Park Carr. 21, Km. 4.2 Bo. Monacillos",Río Piedras,,(787) 273-6343/ 273-6464,(787) 792-7677,http://www.ac.gobierno.pr
Departamento de Desarrollo Económico y Comercio (DDEC),"Plan de Reorganización Núm. 4 de 1994, enmendado por la Ley Número 51 de 4 de agosto de 1994 crea el Departamento de Desarrollo Económico y Comercio. Implantar y supervisar la política pública sobre el desarrollo económico de Puerto Rico en los diversos sectores empresariales de la industria, el comercio, el turismo, los servicios, el cooperativismo y otros, para propiciar el desarrollo de una economía privada estable y autosostenida con una visión hacia el futuro, tomando en consideración la globalización de la economía y la constitución de bloques económicos regionales.",Edif. Fomento Ave. F.D. Roosevelt Piso 4 Hato Rey,Hato Rey,,(787) 765-2900,(787) 753-4094,http://www.ddec.pr.gov
Departamento de Educación (DE),"El Artículo IV, Sección 6 de la Constitución del Estado Libre Asociado de Puerto Rico; la Ley Orgánica del Departamento de Educación Pública de Puerto Rico, Ley Núm. 149 del 15 de julio de 1999, que deroga las Leyes 68 de 28 de agosto de 1990, la Ley Núm. 18 de 16 de junio de 1993, y el Artículo 23 de la Ley Núm. 230 de 12 de mayo de 1942. La RC 3 de 28 de agosto de 1995, adscribe la Oficina para el Mejoramiento de las Escuelas Públicas al Departamento de Educación y la Ley Núm. 51 de 7 de junio de 1996, que crea la Secretaría Auxiliar de Servicios Educativos Integrales para Personas con Impedimentos. Garantizar una educación gratuita y no sectaria que desarrolle las capacidades y talentos de todos los estudiantes para que sean ciudadanos productivos, independientes, aprendices de por vida, respetuosos de la ley y del ambiente, y capaces de contribuir al bienestar común.",Calle Federico Costa #150 Hato Rey,Hato Rey,918,"787-753-2062, 787-763-2171, 787-754-2899","(787) 282-6017, (787) 756-5148",http://www.de.gobierno.pr/
Departamento de Estado,"El Artículo IV, Sección 6 de la Constitución del Estado Libre Asociado de Puerto Rico de 25 de julio de 1952, crea el Departamento de Estado. Posteriormente, otras órdenes ejecutivas y leyes le asignan deberes y responsabilidades específicas. Fomentar relaciones efectivas entre el Gobierno de Puerto Rico y el Gobierno de los Estados Unidos, los países extranjeros y los organismos internacionales para mantener una buena imagen de nuestra Isla y sus instituciones públicas; garantizar la autenticidad de las leyes aprobadas; las firmas de notarios y funcionarios públicos; el registro de marcas de fábricas; corporaciones y de la propiedad intelectual; facilitar el movimiento de los ciudadanos de los Estados Unidos y extranjeros que viajan a otros países y contribuir a lograr la excelencia de los servicios que se prestan al público a través de las Juntas Examinadoras de Profesionales y Oficios.",Calle San José Esq. San Francisco,Viejo San Juan,,723-4344 / 723-4334,(787) 725-7303,http://www.estado.pr.gov
Departamento de Hacienda (DH),"El Plan de Reorganización Núm. 3 de 22 de junio de 1994, que reorganiza el Departamento de Hacienda como el Departamento Sombrilla. Garantizar la justicia contributiva y estabilidad fiscal que contribuya plenamente al bienestar social y económico de nuestro país. Formular e implantar la política fiscal, contributiva y financiera del Estado Libre Asociado de Puerto Rico.","Edificio Intendente Ramírez, Pda 1 Paseo Covandonga #10",Viejo San Juan,906,729-0916 / 0917,(787) 721-2111,http://www.hacienda.pr.gov
Departamento de Justicia - Oficina del Procurador General,"La Oficina del Procurador General, según se conoce actualmente, se creó mediante la aprobación de la Ley Núm. 7 de 15 de mayo de 1959. Las funciones del Procurador General permanecieron esencialmente inalteradas con la aprobación de la Ley Núm. 205 de 9 de agosto de 2004, conocida como “Ley Orgánica del Departamento de Justicia.” (“Ley Núm. 205”).&nbsp; Conforme la citada Ley Núm. 205, el Procurador General es el funcionario que representa al Estado ante los tribunales de más alta jerarquía, quien tambien&nbsp;ostenta la función de uniformar las posturas del Estado ante los altos foros.&nbsp; Específicamente, el Artículo 60 de la citada Ley Núm. 205 establece, entre otras cosas, lo siguiente: El Procurador General representará al Gobierno de Puerto Rico en todos los asuntos civiles y criminales en que éste sea parte o esté interesado y que se tramiten en grado de apelación o en cualquier otra forma ante los tribunales apelativos de Puerto Rico, de los Estados Unidos, o de cualquier otro estado federado, territorio o posesión de los Estados Unidos de América, excepto en los casos en los cuales el Secretario determine otra cosa.","Calle Olimpo, Esq. Axtmayer Piso 11, Edif. 601",Miramar,,(787) 721-2900/ (787) 721-7700,(787) 722-4440,http://www.justicia.pr.gov/
Departamento de Justicia (DJ),"El Artículo IV, Sección 6 de la Constitución del Estado Libre Asociado de Puerto Rico, del 25 de julio de 1952, creó el Departamento de Justicia. Otras leyes específicas le asignan funciones o crean oficinas en el mismo, con propósitos particulares. Proteger la integridad de las instituciones del Estado Libre Asociado y sus funcionarios por medio de asesoramiento y representación legal adecuada y efectiva; representar al pueblo de Puerto Rico en casos criminales y dar certeza al tráfico jurídico de propiedades inmuebles. El Departamento debe velar por el fiel cumplimiento de las leyes y la Constitución y defender los más altos principios de igualdad y dignidad.","Calle Olimpo Esq. Lindbergh, Pda. 11",Miramar,,(787) 721-7700,(787) 724-4770,http://www.justicia.gobierno.pr
Departamento de la Familia (DF),"Bajo la Ley Núm. 5 de 6 de abril de 1993, conocida como Ley de Reorganización de la Rama Ejecutiva, se aprobó el 28 de julio de 1995 el Plan de Reorganización Número 1, para redenominar y reorganizar el Departamento de Servicios Sociales como Departamento de la Familia, Ley Núm. 171 de 30 de junio de 1968, según enmendada. <br />&lt;br&gt;Facilitar la autogestión y la autosuficiencia de las personas, familias y comunidades para promover su fortalecimiento con sensibilidad, respeto a sus necesidades, así como sus aspiraciones de desarrollo y paz. <br />&lt;br&gt;",Ave. Barbosa #306,Hato Rey,,(787) 294-0738; 294-0724),Fax: 294-0732,http://www.familia.pr.gov
Departamento de la Vivienda (DV),"Ley Núm. 97 de 10 de junio de 1972, según enmendada. Propiciar el desarrollo de una vivienda adecuada dentro de un ambiente seguro, articulado dentro de un contexto ambiental, social y económico que permita atender el déficit de vivienda que existe en los sectores más necesitados de nuestra población y maximizar la utilización de terrenos en un ambiente ordenado.","606 Ave. Barbosa, Piso 10, Edif. Juan C. Cordero",Rio Piedras,,(787) 274-2005 / 274-2006,(787) 758-9263,http://www.vivienda.pr.gov
Departamento de Recreación y Deportes (DRD),"Ley Núm. 126 de 13 junio de 1980, según enmendada, conocida como la Ley Orgánica del Departamento, Ley Núm. 120 de 17 de agosto de 2001, conocida como Ley de Municipalización de Instalaciones Recreativas y Deportivas Comunitarias y la Ley Núm. 119 de 17 de agosto de 2001, conocida como Ley del Fondo y la Junta para el Desarrollo de Atleta Puertorriqueño de Alto Rendimiento a Tiempo Completo. Promover estrategias innovadoras para el desarrollo de la recreación y el deporte como alternativas para el buen uso del tiempo libre y el mejoramiento de la calidad de vida de los ciudadanos de Puerto Rico.","Parque de Santurce, Calle Los Ángeles",Santurce,,"728-2464 /2449,",(787) 268-1845,http://www.drd.pr.gov
Departamento de Recursos Naturales y Ambientales (DRNA),"El Plan de Reorganización Núm. 4 de 9 de diciembre de 1993, redenomina el Departamento de Recursos Naturales como Departamento de Recursos Naturales y Ambientales creado por la Ley 23 de 20 de junio de 1972. Proteger, conservar y administrar los recursos naturales y ambientales del País de forma balanceada para garantizar a las próximas generaciones su disfrute y estimular una mejor calidad de vida.","Carr. 8838 Sector El Cinco, Piso 9 Edif. Dr. Cruz A. Matos",Río Piedras,,,(787) 999-2303,http://www.drna.gobierno.pr
Departamento de Salud (DS),"Ley Orgánica Núm. 81 de 14 de marzo de 1912, según enmendada. Constitución del Estado Libre Asociado del 25 de julio de 1952, Artículo IV, Sección 6. Regular y fiscalizar la prestación de los servicios de salud en Puerto Rico y velar porque se cumplan las normas para garantizar el bienestar general del pueblo.","Antiguo Hospital de Psiquiatría, Edif.A, Centro Médico",Rio Piedras,,(787) 765-2929,(787) 274-3307,http://www.salud.gov.pr/
Departamento de Transportación y Obras Públicas (DTOP),"Se crea mediante la Constitución del Estado Libre Asociado de Puerto Rico del 25 de julio de 1952, Artículo IV, Sección 6; la Ley Núm. 6 del 24 de julio de 1952 y el Plan de Reorganización 6 de 1971. Desarrollar, conservar, administrar y reglamentar la infraestructura y sistemas para la transportación de personas, bienes y servicios de un modo seguro, rápido, sensible al ambiente y a la ciudadanía, duradero, eficiente y efectivo para promover la integración y el desarrollo económico del país y la calidad de vida de los ciudadanos.","Centro Gubernamental Minillas, Torre Sur, Piso 17, Ave.De Diego",Santurce,,(787) 723-1390,(787) 725-1620,http://www.dtop.gov.pr
